id,Usage,label
1557,Private,2
1558,Private,1
1559,Private,3
1560,Private,0
1561,Private,2
1562,Private,1
1563,Public,3
1564,Private,0
1565,Public,5
1566,Public,1
1567,Public,3
1568,Private,0
1569,Public,4
1570,Public,5
1571,Private,4
1572,Private,1
1573,Private,1
1574,Private,1
1575,Private,5
1576,Private,0
1577,Private,0
1578,Private,4
1579,Public,1
1580,Private,5
1581,Private,4
1582,Private,0
1583,Private,5
1584,Private,4
1585,Private,1
1586,Private,5
1587,Private,2
1588,Private,4
1589,Private,5
1590,Private,2
1591,Private,4
1592,Private,5
1593,Private,5
1594,Private,0
1595,Private,1
1596,Public,1
1597,Private,2
1598,Private,0
1599,Public,0
1600,Public,1
1601,Public,2
1602,Public,3
1603,Public,5
1604,Public,0
1605,Public,5
1606,Public,1
1607,Private,6
1608,Private,1
1609,Private,5
1610,Public,0
1611,Public,4
1612,Private,0
1613,Public,1
1614,Private,1
1615,Private,0
1616,Public,0
1617,Public,0
1618,Public,1
1619,Private,0
1620,Private,5
1621,Public,0
1622,Public,4
1623,Private,0
1624,Public,1
1625,Private,1
1626,Public,4
1627,Private,2
1628,Private,1
1629,Private,4
1630,Private,2
1631,Private,0
1632,Private,5
1633,Private,0
1634,Private,1
1635,Private,4
1636,Public,5
1637,Public,0
1638,Public,6
1639,Private,5
1640,Public,4
1641,Public,2
1642,Private,4
1643,Public,1
1644,Private,4
1645,Private,0
1646,Private,0
1647,Public,1
1648,Private,1
1649,Public,1
1650,Private,1
1651,Private,0
1652,Public,0
1653,Private,5
1654,Private,0
1655,Private,4
1656,Private,5
1657,Private,0
1658,Public,1
1659,Public,1
1660,Public,0
1661,Public,5
1662,Private,1
1663,Private,0
1664,Private,5
1665,Private,5
1666,Private,0
1667,Public,0
1668,Public,1
1669,Private,4
1670,Private,4
1671,Private,4
1672,Private,4
1673,Private,2
1674,Public,5
1675,Private,0
1676,Private,0
1677,Public,0
1678,Public,2
1679,Public,4
1680,Public,4
1681,Private,0
1682,Private,0
1683,Public,1
1684,Private,0
1685,Public,0
1686,Public,5
1687,Private,1
1688,Public,0
1689,Private,0
1690,Public,0
1691,Private,2
1692,Public,0
1693,Public,1
1694,Public,3
1695,Private,5
1696,Private,5
1697,Private,0
1698,Private,3
1699,Public,3
1700,Private,4
1701,Private,1
1702,Private,1
1703,Private,1
1704,Private,4
1705,Private,4
1706,Private,5
1707,Private,5
1708,Private,1
1709,Private,5
1710,Public,1
1711,Private,1
1712,Private,5
1713,Private,1
1714,Private,4
1715,Private,2
1716,Private,5
1717,Private,5
1718,Public,4
1719,Public,0
1720,Public,1
1721,Private,0
1722,Private,1
1723,Private,2
1724,Private,4
1725,Private,4
1726,Private,4
1727,Private,1
1728,Private,6
1729,Public,3
1730,Private,4
1731,Private,1
1732,Public,4
1733,Private,4
1734,Public,1
1735,Public,4
1736,Private,0
1737,Private,1
1738,Public,0
1739,Public,2
1740,Private,3
1741,Private,1
1742,Private,1
1743,Private,1
1744,Private,2
1745,Private,0
1746,Private,1
1747,Private,4
1748,Private,4
1749,Private,1
1750,Private,0
1751,Private,1
1752,Public,0
1753,Public,1
1754,Public,0
1755,Private,5
1756,Private,1
1757,Private,1
1758,Private,1
1759,Public,1
1760,Private,1
1761,Private,0
1762,Private,1
1763,Private,4
1764,Private,0
1765,Private,1
1766,Private,4
1767,Private,1
1768,Private,1
1769,Private,1
1770,Private,5
1771,Private,1
1772,Private,0
1773,Public,5
1774,Public,4
1775,Private,1
1776,Private,5
1777,Private,6
1778,Public,7
1779,Private,0
1780,Private,0
1781,Public,0
1782,Public,5
1783,Private,4
1784,Private,2
1785,Private,5
1786,Private,0
1787,Private,2
1788,Private,1
1789,Public,1
1790,Private,1
1791,Private,1
1792,Private,1
1793,Private,0
1794,Public,1
1795,Public,5
1796,Private,4
1797,Private,2
1798,Private,4
1799,Private,4
1800,Private,4
1801,Private,0
1802,Private,2
1803,Public,5
1804,Private,1
1805,Private,0
1806,Public,0
1807,Private,4
1808,Private,0
1809,Public,3
1810,Public,5
1811,Private,2
1812,Private,3
1813,Private,2
1814,Private,0
1815,Public,7
1816,Public,0
1817,Private,3
1818,Private,4
1819,Public,5
1820,Private,3
1821,Private,0
1822,Private,5
1823,Public,5
1824,Private,4
1825,Public,5
1826,Private,5
1827,Private,5
1828,Private,1
1829,Public,1
1830,Private,0
1831,Private,0
1832,Private,1
1833,Public,0
1834,Private,5
1835,Private,5
1836,Private,0
1837,Private,4
1838,Private,4
1839,Private,4
1840,Public,5
1841,Private,2
1842,Public,4
1843,Public,1
1844,Private,5
1845,Private,4
1846,Public,0
1847,Private,4
1848,Private,1
1849,Private,4
1850,Private,1
1851,Private,5
1852,Private,1
1853,Public,5
1854,Public,4
1855,Public,3
1856,Private,0
1857,Private,1
1858,Private,2
1859,Public,4
1860,Public,5
1861,Private,2
1862,Private,4
1863,Public,4
1864,Public,7
1865,Private,4
1866,Private,4
1867,Public,0
1868,Private,2
1869,Private,2
1870,Private,0
1871,Private,1
1872,Private,2
1873,Public,2
1874,Private,5
1875,Private,5
1876,Public,1
1877,Private,1
1878,Private,5
1879,Private,5
1880,Private,5
1881,Private,0
1882,Private,1
1883,Private,4
1884,Private,0
1885,Private,5
1886,Public,0
1887,Private,2
1888,Public,4
1889,Public,0
1890,Private,4
1891,Private,1
1892,Private,0
1893,Public,0
1894,Public,0
1895,Private,5
1896,Private,1
1897,Private,1
1898,Public,0
1899,Private,2
1900,Private,1
1901,Private,5
1902,Private,1
1903,Public,0
1904,Private,1
1905,Public,1
1906,Public,2
1907,Public,4
1908,Public,5
1909,Public,4
1910,Public,4
1911,Public,4
1912,Public,0
1913,Public,2
1914,Public,4
1915,Private,1
1916,Public,0
1917,Public,5
1918,Public,1
1919,Private,4
1920,Private,1
1921,Private,0
1922,Private,4
1923,Private,1
1924,Private,2
1925,Private,5
1926,Private,0
1927,Public,5
1928,Private,5
1929,Private,2
1930,Private,0
1931,Public,6
1932,Private,5
1933,Private,1
1934,Private,1
1935,Private,1
1936,Public,4
1937,Private,5
1938,Public,1
1939,Private,1
1940,Private,1
1941,Public,3
1942,Public,5
1943,Private,0
1944,Private,5
1945,Private,5
1946,Private,0
1947,Private,4
1948,Private,3
1949,Private,2
1950,Public,5
1951,Private,3
1952,Private,2
1953,Private,0
1954,Private,4
1955,Public,0
1956,Public,0
1957,Private,2
1958,Private,5
1959,Public,1
1960,Private,0
1961,Private,4
1962,Private,1
1963,Private,3
1964,Private,1
1965,Private,5
1966,Private,5
1967,Private,4
1968,Public,1
1969,Private,4
1970,Public,1
1971,Public,1
1972,Private,0
1973,Public,4
1974,Private,5
1975,Private,1
1976,Public,2
1977,Public,5
1978,Public,5
1979,Private,5
1980,Private,0
1981,Private,0
1982,Public,1
1983,Private,4
1984,Public,0
1985,Private,4
1986,Private,5
1987,Public,5
1988,Public,5
1989,Private,1
1990,Public,4
1991,Public,1
1992,Private,1
1993,Private,4
1994,Public,0
1995,Public,4
1996,Private,1
1997,Private,0
1998,Private,0
1999,Public,1
2000,Public,1
2001,Private,1
2002,Private,4
2003,Private,1
2004,Private,4
2005,Public,1
2006,Private,0
2007,Public,5
2008,Private,2
2009,Private,5
2010,Private,1
2011,Public,1
2012,Public,0
2013,Private,0
2014,Private,5
2015,Private,1
2016,Public,1
2017,Public,0
2018,Public,1
2019,Public,4
2020,Private,0
2021,Private,0
2022,Public,4
2023,Private,1
2024,Private,0
2025,Private,7
2026,Private,4
2027,Private,3
2028,Private,1
2029,Public,2
2030,Private,0
2031,Private,2
2032,Private,3
2033,Private,4
2034,Public,1
2035,Private,0
2036,Public,4
2037,Private,1
2038,Private,1
2039,Public,0
2040,Private,4
2041,Private,0
2042,Private,5
2043,Private,4
2044,Public,3
2045,Private,1
2046,Private,1
2047,Private,4
2048,Private,1
2049,Private,2
2050,Public,4
2051,Private,0
2052,Private,2
2053,Private,0
2054,Private,1
2055,Public,1
2056,Public,0
2057,Private,5
2058,Private,0
2059,Private,4
2060,Private,4
2061,Private,4
2062,Private,5
2063,Private,1
2064,Public,4
2065,Private,5
2066,Private,5
2067,Public,0
2068,Private,0
2069,Private,4
2070,Public,5
2071,Public,0
2072,Private,1
2073,Public,1
2074,Public,7
2075,Public,5
2076,Private,1
2077,Private,4
2078,Public,4
2079,Private,1
2080,Public,5
2081,Private,4
2082,Private,5
2083,Public,0
2084,Private,5
2085,Public,4
2086,Public,5
2087,Private,4
2088,Private,4
2089,Private,4
2090,Private,5
2091,Private,4
2092,Private,1
2093,Private,1
2094,Public,5
2095,Private,1
2096,Private,0
2097,Public,2
2098,Private,5
2099,Public,0
2100,Public,1
2101,Private,1
2102,Public,2
2103,Private,2
2104,Private,2
2105,Private,4
2106,Private,2
2107,Private,0
2108,Private,0
2109,Private,3
2110,Private,4
2111,Private,0
2112,Public,4
2113,Private,5
2114,Private,1
2115,Private,1
2116,Private,0
2117,Private,6
2118,Private,0
2119,Private,2
2120,Public,0
2121,Private,0
2122,Private,0
2123,Private,0
2124,Private,0
2125,Private,5
2126,Public,3
2127,Public,0
2128,Private,0
2129,Public,0
2130,Private,0
2131,Private,0
2132,Private,2
2133,Private,0
2134,Private,1
2135,Private,4
2136,Private,5
2137,Private,1
2138,Private,4
2139,Public,1
2140,Private,0
2141,Public,2
2142,Private,0
2143,Private,0
2144,Private,1
2145,Private,0
2146,Private,3
2147,Private,0
2148,Private,2
2149,Private,1
2150,Private,2
2151,Public,0
2152,Private,1
2153,Private,4
2154,Private,0
2155,Private,0
2156,Private,2
2157,Public,0
2158,Private,5
2159,Private,5
2160,Public,5
2161,Public,1
2162,Private,1
2163,Public,5
2164,Private,1
2165,Private,1
2166,Private,4
2167,Public,5
2168,Public,5
2169,Private,0
2170,Private,1
2171,Public,4
2172,Public,4
2173,Public,0
2174,Public,0
2175,Public,5
2176,Private,5
2177,Private,0
2178,Private,1
2179,Private,1
2180,Private,5
2181,Private,5
2182,Public,2
2183,Public,5
2184,Private,3
2185,Public,5
2186,Private,0
2187,Private,5
2188,Public,2
2189,Public,2
2190,Private,2
2191,Public,5
2192,Public,4
2193,Private,1
2194,Public,0
2195,Public,0
2196,Private,1
2197,Public,1
2198,Public,1
2199,Private,1
2200,Public,0
2201,Private,5
2202,Private,5
2203,Private,5
2204,Private,1
2205,Private,4
2206,Private,1
2207,Private,4
2208,Private,1
2209,Private,0
2210,Private,1
2211,Private,5
2212,Private,4
2213,Private,1
2214,Private,0
2215,Public,0
2216,Private,0
2217,Private,5
2218,Public,0
2219,Private,1
2220,Private,0
2221,Private,6
2222,Public,1
2223,Public,1
2224,Private,0
2225,Private,0
2226,Private,5
2227,Public,0
2228,Public,4
2229,Private,5
2230,Private,0
2231,Private,2
2232,Private,5
2233,Private,5
2234,Private,4
2235,Private,0
2236,Public,0
2237,Private,4
2238,Private,0
2239,Private,0
2240,Private,0
2241,Private,1
2242,Public,1
2243,Private,0
2244,Public,5
2245,Public,4
2246,Public,0
2247,Private,0
2248,Private,2
2249,Public,4
2250,Private,0
2251,Public,0
2252,Public,0
2253,Public,1
2254,Public,5
2255,Public,0
2256,Public,1
2257,Public,4
2258,Private,1
2259,Private,0
2260,Private,1
2261,Public,1
2262,Private,2
2263,Private,0
2264,Private,0
2265,Public,0
2266,Public,5
2267,Public,1
2268,Private,0
2269,Private,4
2270,Private,2
2271,Private,0
2272,Private,0
2273,Private,1
2274,Private,3
2275,Private,6
2276,Public,1
2277,Private,4
2278,Private,0
2279,Public,0
2280,Private,4
2281,Private,0
2282,Public,2
2283,Private,5
2284,Public,3
2285,Public,2
2286,Public,0
2287,Private,3
2288,Public,1
2289,Private,2
2290,Public,4
2291,Public,0
2292,Private,4
2293,Private,4
2294,Private,5
2295,Public,5
2296,Private,5
2297,Private,4
2298,Public,2
2299,Private,5
2300,Public,1
2301,Private,1
2302,Private,0
2303,Public,0
2304,Private,3
2305,Private,7
2306,Private,0
2307,Public,5
2308,Public,0
2309,Private,1
2310,Private,1
2311,Public,5
2312,Public,1
2313,Public,1
2314,Private,0
2315,Public,4
2316,Public,2
2317,Private,2
2318,Private,0
2319,Public,0
2320,Private,5
2321,Private,0
2322,Private,1
2323,Private,0
2324,Private,1
2325,Public,4
2326,Private,0
2327,Public,4
2328,Private,1
2329,Private,1
2330,Private,5
2331,Public,1
2332,Public,1
2333,Public,1
2334,Private,1
2335,Private,5
2336,Public,1
2337,Public,0
2338,Private,5
2339,Public,4
2340,Public,0
2341,Public,4
2342,Private,4
2343,Private,4
2344,Private,2
2345,Private,4
2346,Private,5
2347,Private,1
2348,Private,0
2349,Public,1
2350,Private,5
2351,Public,0
2352,Private,1
2353,Private,1
2354,Private,5
2355,Private,1
2356,Private,4
2357,Public,2
2358,Private,5
2359,Private,1
2360,Private,2
2361,Private,5
2362,Private,1
2363,Public,0
2364,Public,1
2365,Public,1
2366,Public,0
2367,Private,1
2368,Private,5
2369,Private,0
2370,Private,1
2371,Public,0
2372,Private,0
2373,Public,4
2374,Public,5
2375,Private,0
2376,Private,4
2377,Private,5
2378,Public,4
2379,Private,7
2380,Public,0
2381,Private,1
2382,Private,1
2383,Private,1
2384,Private,1
2385,Private,5
2386,Public,0
2387,Private,2
2388,Private,2
2389,Public,0
2390,Public,4
2391,Private,1
2392,Public,1
2393,Private,0
2394,Public,2
2395,Private,0
2396,Private,1
2397,Private,0
2398,Private,4
2399,Public,2
2400,Public,0
2401,Public,1
2402,Public,1
2403,Private,1
2404,Private,0
2405,Private,6
2406,Public,0
2407,Public,1
2408,Public,5
2409,Public,0
2410,Public,5
2411,Private,0
2412,Private,2
2413,Public,2
2414,Private,5
2415,Private,4
2416,Private,1
2417,Private,5
2418,Private,0
2419,Private,2
2420,Private,0
2421,Private,5
2422,Private,2
2423,Private,4
2424,Private,1
2425,Public,1
2426,Private,0
2427,Public,2
2428,Private,0
2429,Private,0
2430,Private,4
2431,Private,0
2432,Public,2
2433,Private,1
2434,Public,0
2435,Public,2
2436,Public,5
2437,Private,1
2438,Private,3
2439,Public,0
2440,Private,1
2441,Private,1
2442,Private,1
2443,Private,4
2444,Private,7
2445,Private,0
2446,Public,0
2447,Public,2
2448,Private,5
2449,Private,2
2450,Private,1
2451,Private,4
2452,Private,2
2453,Public,1
2454,Public,5
2455,Public,0
2456,Private,2
2457,Public,5
2458,Public,2
2459,Private,1
2460,Private,4
2461,Private,1
2462,Private,3
2463,Private,0
2464,Private,1
2465,Public,5
2466,Public,5
2467,Private,0
2468,Public,4
2469,Private,4
2470,Private,0
2471,Private,1
2472,Private,1
2473,Private,1
2474,Private,4
2475,Private,0
2476,Private,0
2477,Private,2
2478,Private,0
2479,Private,2
2480,Private,3
2481,Private,3
2482,Private,0
2483,Private,0
2484,Public,1
2485,Public,0
2486,Public,4
2487,Public,1
2488,Private,5
2489,Private,0
2490,Private,1
2491,Private,4
2492,Private,0
2493,Private,5
2494,Private,4
2495,Private,0
2496,Private,1
2497,Private,1
2498,Private,0
2499,Public,1
2500,Public,5
2501,Private,5
2502,Public,5
2503,Public,1
2504,Private,4
2505,Private,3
2506,Public,5
2507,Public,4
2508,Private,6
2509,Public,0
2510,Private,0
2511,Private,1
2512,Private,1
2513,Public,1
2514,Private,1
2515,Private,5
2516,Private,1
2517,Public,0
2518,Private,5
2519,Private,2
2520,Private,1
2521,Public,1
2522,Private,1
2523,Private,0
2524,Private,5
2525,Public,3
2526,Private,1
2527,Private,2
2528,Private,5
2529,Public,2
2530,Private,4
2531,Private,5
2532,Private,0
2533,Private,1
2534,Private,6
2535,Public,1
2536,Public,1
2537,Public,0
2538,Private,7
2539,Private,6
2540,Public,5
2541,Public,0
2542,Public,2
2543,Public,0
2544,Private,5
2545,Private,1
2546,Public,2
2547,Private,0
2548,Public,0
2549,Private,5
2550,Private,1
2551,Public,2
2552,Private,2
2553,Public,4
2554,Private,5
2555,Private,0
2556,Private,1
2557,Private,4
2558,Private,4
2559,Private,2
2560,Private,5
2561,Private,1
2562,Private,0
2563,Private,5
2564,Public,5
2565,Private,5
2566,Public,5
2567,Public,4
2568,Private,1
2569,Private,5
2570,Public,5
2571,Public,0
2572,Private,5
2573,Public,4
2574,Private,2
2575,Private,0
2576,Private,0
2577,Private,0
2578,Private,1
2579,Private,0
2580,Public,2
2581,Private,1
2582,Private,4
2583,Private,4
2584,Public,0
2585,Private,1
2586,Private,0
2587,Private,1
2588,Private,1
2589,Private,0
2590,Private,0
2591,Public,0
2592,Private,1
2593,Private,1
2594,Public,4
2595,Private,1
2596,Private,1
2597,Public,3
2598,Private,0
2599,Public,4
2600,Private,2
2601,Public,1
2602,Private,5
2603,Public,1
2604,Private,1
2605,Public,5
2606,Public,4
2607,Public,0
2608,Private,5
2609,Private,1
2610,Public,1
2611,Public,4
2612,Private,7
2613,Private,3
2614,Public,0
2615,Private,1
2616,Private,4
2617,Private,0
2618,Public,0
2619,Public,0
2620,Private,5
2621,Private,1
2622,Private,0
2623,Private,4
2624,Public,0
2625,Public,1
2626,Public,4
2627,Private,1
2628,Private,1
2629,Private,0
2630,Public,0
2631,Public,4
2632,Public,4
2633,Public,0
2634,Public,0
2635,Public,4
2636,Public,0
2637,Private,1
2638,Private,1
2639,Public,1
2640,Private,2
2641,Private,4
2642,Private,4
2643,Private,0
2644,Public,0
2645,Public,0
2646,Private,2
2647,Private,4
2648,Private,4
2649,Private,1
2650,Private,5
2651,Private,4
2652,Public,5
2653,Public,4
2654,Public,1
2655,Private,1
2656,Private,3
2657,Public,5
2658,Private,0
2659,Private,1
2660,Private,4
2661,Private,4
2662,Public,1
2663,Public,4
2664,Private,1
2665,Private,0
2666,Public,0
2667,Public,0
2668,Public,0
2669,Private,3
2670,Public,4
2671,Private,5
2672,Public,0
2673,Private,4
2674,Private,1
2675,Public,4
2676,Private,5
2677,Private,5
2678,Public,5
2679,Public,3
2680,Private,3
2681,Private,1
2682,Public,0
2683,Private,0
2684,Public,0
2685,Private,1
2686,Private,1
2687,Public,2
2688,Private,3
2689,Private,1
2690,Private,0
2691,Private,1
2692,Public,5
2693,Private,5
2694,Private,4
2695,Public,4
2696,Private,4
2697,Public,2
2698,Private,1
2699,Public,3
2700,Public,5
2701,Public,0
2702,Public,7
2703,Public,5
2704,Private,0
2705,Private,0
2706,Private,4
2707,Private,4
2708,Private,1
2709,Private,1
2710,Private,0
2711,Private,1
2712,Private,5
2713,Private,0
2714,Public,1
2715,Private,0
2716,Public,2
2717,Public,1
2718,Private,5
2719,Private,0
2720,Private,5
2721,Public,1
2722,Private,5
2723,Public,1
2724,Public,0
2725,Private,1
2726,Private,1
2727,Private,0
2728,Private,0
2729,Private,3
2730,Private,5
2731,Private,1
2732,Private,2
2733,Public,1
2734,Public,1
2735,Private,5
2736,Private,0
2737,Public,1
2738,Private,0
2739,Private,0
2740,Private,0
2741,Private,3
2742,Private,0
2743,Private,0
2744,Private,0
2745,Private,3
2746,Private,0
2747,Private,5
2748,Public,4
2749,Private,0
2750,Public,1
2751,Private,1
2752,Public,2
2753,Private,5
2754,Private,0
2755,Private,0
2756,Public,5
2757,Private,0
2758,Private,0
2759,Public,0
2760,Public,5
2761,Private,0
2762,Private,4
2763,Private,5
2764,Public,0
2765,Public,0
2766,Private,4
2767,Private,0
2768,Private,1
2769,Public,4
2770,Private,2
2771,Private,5
2772,Private,4
2773,Private,2
2774,Private,2
2775,Public,2
2776,Private,1
2777,Private,1
2778,Private,4
2779,Public,2
2780,Private,5
2781,Public,4
2782,Private,0
2783,Private,0
2784,Private,0
2785,Public,0
2786,Private,1
2787,Private,0
2788,Private,4
2789,Private,5
2790,Private,1
2791,Private,1
2792,Public,3
2793,Private,2
2794,Private,1
2795,Private,1
2796,Private,4
2797,Public,0
2798,Private,1
2799,Private,1
2800,Public,0
2801,Private,5
2802,Private,0
2803,Private,2
2804,Private,4
2805,Private,0
2806,Public,2
2807,Private,3
2808,Private,0
2809,Public,5
2810,Private,0
2811,Public,3
2812,Private,4
2813,Private,5
2814,Private,4
2815,Public,1
2816,Private,0
2817,Public,4
2818,Public,0
2819,Public,0
2820,Public,1
2821,Public,5
2822,Public,5
2823,Private,4
2824,Private,0
2825,Private,0
2826,Private,4
2827,Private,5
2828,Private,5
2829,Private,0
2830,Private,1
2831,Private,0
2832,Private,4
2833,Private,2
2834,Public,2
2835,Private,4
2836,Private,0
2837,Public,0
2838,Public,5
2839,Private,4
2840,Public,4
2841,Private,1
2842,Private,4
2843,Private,4
2844,Private,4
2845,Private,0
2846,Private,2
2847,Private,4
2848,Private,0
2849,Private,0
2850,Private,2
2851,Public,1
2852,Public,5
2853,Private,5
2854,Public,0
2855,Public,1
2856,Private,5
2857,Private,0
2858,Public,4
2859,Private,0
2860,Private,0
2861,Public,1
2862,Private,0
2863,Private,2
2864,Private,5
2865,Private,4
2866,Private,3
2867,Private,4
2868,Private,5
2869,Private,1
2870,Private,4
2871,Private,3
2872,Private,1
2873,Private,0
2874,Private,2
2875,Private,0
2876,Private,1
2877,Public,0
2878,Private,0
2879,Private,4
2880,Private,1
2881,Private,2
2882,Private,3
2883,Private,0
2884,Private,1
2885,Private,5
2886,Private,0
2887,Private,1
2888,Public,4
2889,Private,1
2890,Private,2
2891,Private,2
2892,Private,3
2893,Private,5
2894,Private,5
2895,Public,5
2896,Public,5
2897,Public,1
2898,Private,5
2899,Public,4
2900,Private,5
2901,Private,1
2902,Private,5
2903,Public,5
2904,Public,1
2905,Private,0
2906,Public,1
2907,Public,5
2908,Private,5
2909,Private,0
2910,Public,4
2911,Private,0
2912,Private,4
2913,Private,4
2914,Public,4
2915,Private,2
2916,Private,0
2917,Private,0
2918,Private,1
2919,Private,3
2920,Public,4
2921,Private,5
2922,Private,5
2923,Public,1
2924,Public,1
2925,Private,1
2926,Public,5
2927,Private,2
2928,Private,1
2929,Private,5
2930,Private,5
2931,Public,0
2932,Private,1
2933,Public,0
2934,Private,6
2935,Public,0
2936,Private,5
2937,Private,2
2938,Private,1
2939,Private,0
2940,Private,1
2941,Private,1
2942,Private,4
2943,Private,2
2944,Private,5
2945,Public,0
2946,Private,2
2947,Private,5
2948,Public,0
2949,Public,0
2950,Private,0
2951,Public,6
2952,Private,0
2953,Public,1
2954,Private,1
2955,Public,5
2956,Public,1
2957,Private,1
2958,Private,1
2959,Public,1
2960,Private,5
2961,Public,0
2962,Public,1
2963,Private,4
2964,Public,3
2965,Private,1
2966,Public,0
2967,Public,1
2968,Private,1
2969,Private,1
2970,Private,4
2971,Public,5
2972,Private,5
2973,Private,1
2974,Private,6
2975,Public,4
2976,Private,2
2977,Private,2
2978,Private,5
2979,Public,3
2980,Public,5
2981,Private,5
2982,Private,4
2983,Private,0
2984,Private,4
2985,Private,0
2986,Private,4
2987,Private,3
2988,Private,0
2989,Private,2
2990,Public,2
2991,Private,0
2992,Private,0
2993,Public,5
2994,Private,5
2995,Private,5
2996,Private,4
2997,Private,2
2998,Private,0
2999,Public,1
3000,Private,0
3001,Private,1
3002,Private,4
3003,Private,0
3004,Public,5
3005,Private,3
3006,Private,0
3007,Private,0
3008,Public,1
3009,Private,0
3010,Public,4
3011,Private,0
3012,Private,5
3013,Private,1
3014,Private,2
3015,Public,2
3016,Private,0
3017,Public,0
3018,Private,0
3019,Public,5
3020,Public,2
3021,Private,0
3022,Private,1
3023,Public,1
3024,Private,1
3025,Private,5
3026,Private,1
3027,Private,0
3028,Private,0
3029,Public,2
3030,Private,4
3031,Public,1
3032,Private,4
3033,Private,5
3034,Private,1
3035,Public,5
3036,Private,0
3037,Public,1
3038,Private,4
3039,Private,4
3040,Private,1
3041,Private,1
3042,Private,4
3043,Public,5
